LINEARCID	LINEID	ARCID	ARCSEQUENCE	ORIENTATION	PLANVERSIONID	LINEVARIANT	REGISTERDATE
186468	243	111477	8	0	40	15	2013-05-03 08:22:53-05
186469	243	110017	9	0	40	15	2013-05-03 08:22:53-05
186470	243	110374	10	0	40	15	2013-05-03 08:22:53-05
186471	243	109634	11	0	40	15	2013-05-03 08:22:53-05
186472	243	111478	12	0	40	15	2013-05-03 08:22:53-05
186473	243	110484	13	0	40	15	2013-05-03 08:22:53-05
186474	243	109735	14	0	40	15	2013-05-03 08:22:53-05
186475	243	110113	15	0	40	15	2013-05-03 08:22:53-05
186476	243	111245	16	0	40	15	2013-05-03 08:22:53-05
186477	243	110485	17	0	40	15	2013-05-03 08:22:53-05
186478	243	109733	18	0	40	15	2013-05-03 08:22:53-05
186479	243	109357	19	0	40	15	2013-05-03 08:22:53-05
186480	243	111402	20	0	40	15	2013-05-03 08:22:53-05
186481	243	111241	0	0	40	3	2013-05-03 08:22:53-05
186482	243	110103	1	0	40	3	2013-05-03 08:22:53-05
186483	243	110104	2	0	40	3	2013-05-03 08:22:53-05
186484	243	109347	3	0	40	3	2013-05-03 08:22:53-05
186485	243	111225	4	0	40	3	2013-05-03 08:22:53-05
186486	243	111552	5	0	40	3	2013-05-03 08:22:53-05
186487	243	108922	6	0	40	3	2013-05-03 08:22:53-05
186488	243	110373	7	0	40	3	2013-05-03 08:22:53-05
186489	243	108825	8	0	40	3	2013-05-03 08:22:53-05
186490	243	111057	9	0	40	3	2013-05-03 08:22:53-05
186491	243	109551	10	0	40	3	2013-05-03 08:22:53-05
186492	243	109922	11	0	40	3	2013-05-03 08:22:53-05
186493	243	109552	12	0	40	3	2013-05-03 08:22:53-05
186494	243	111477	13	0	40	3	2013-05-03 08:22:53-05
186495	243	110017	14	0	40	3	2013-05-03 08:22:53-05
186496	243	110374	15	0	40	3	2013-05-03 08:22:53-05
186497	243	109634	16	0	40	3	2013-05-03 08:22:53-05
186498	243	111478	17	0	40	3	2013-05-03 08:22:53-05
186499	243	110484	18	0	40	3	2013-05-03 08:22:53-05
186500	243	109735	19	0	40	3	2013-05-03 08:22:53-05
186501	243	110113	20	0	40	3	2013-05-03 08:22:53-05
186502	243	111245	21	0	40	3	2013-05-03 08:22:53-05
186503	243	110485	22	0	40	3	2013-05-03 08:22:53-05
186504	243	109733	23	0	40	3	2013-05-03 08:22:53-05
186505	243	109357	24	0	40	3	2013-05-03 08:22:53-05
186506	243	111402	25	0	40	3	2013-05-03 08:22:53-05
186507	243	109990	0	1	40	10	2013-05-03 08:22:53-05
186508	243	110355	1	1	40	10	2013-05-03 08:22:53-05
186509	243	109245	2	1	40	10	2013-05-03 08:22:53-05
186510	243	108902	3	1	40	10	2013-05-03 08:22:53-05
186511	243	109266	4	1	40	10	2013-05-03 08:22:53-05
186512	243	111147	5	1	40	10	2013-05-03 08:22:53-05
186513	243	108921	6	1	40	10	2013-05-03 08:22:53-05
186514	243	110791	7	1	40	10	2013-05-03 08:22:53-05
186515	243	109665	8	1	40	10	2013-05-03 08:22:53-05
186516	243	110719	9	1	40	10	2013-05-03 08:22:53-05
186517	243	108863	10	1	40	10	2013-05-03 08:22:53-05
186518	243	109577	11	1	40	10	2013-05-03 08:22:53-05
186519	243	110720	12	1	40	10	2013-05-03 08:22:53-05
186520	243	111421	13	1	40	10	2013-05-03 08:22:53-05
186521	243	109556	14	1	40	10	2013-05-03 08:22:53-05
186522	243	111226	15	1	40	10	2013-05-03 08:22:53-05
186523	260	109814	0	0	40	2	2013-05-03 08:22:53-05
186524	260	111306	1	0	40	2	2013-05-03 08:22:53-05
186525	260	111307	2	0	40	2	2013-05-03 08:22:53-05
186526	260	111645	3	0	40	2	2013-05-03 08:22:53-05
186527	260	110206	4	0	40	2	2013-05-03 08:22:53-05
186528	260	109782	5	0	40	2	2013-05-03 08:22:53-05
186529	260	109021	6	0	40	2	2013-05-03 08:22:53-05
186530	260	110526	7	0	40	2	2013-05-03 08:22:53-05
186531	260	109392	8	0	40	2	2013-05-03 08:22:53-05
186532	260	110162	9	0	40	2	2013-05-03 08:22:53-05
186533	260	109393	10	0	40	2	2013-05-03 08:22:53-05
186534	260	109783	11	0	40	2	2013-05-03 08:22:53-05
186535	260	109023	12	0	40	2	2013-05-03 08:22:53-05
186536	260	110924	13	0	40	2	2013-05-03 08:22:53-05
186537	260	109784	14	0	40	2	2013-05-03 08:22:53-05
186538	260	111279	15	0	40	2	2013-05-03 08:22:53-05
186539	260	111615	16	0	40	2	2013-05-03 08:22:53-05
186540	260	110925	17	0	40	2	2013-05-03 08:22:53-05
186541	260	110523	18	0	40	2	2013-05-03 08:22:53-05
186542	260	109861	19	0	40	2	2013-05-03 08:22:53-05
186543	260	110159	20	0	40	2	2013-05-03 08:22:53-05
186544	260	109780	21	0	40	2	2013-05-03 08:22:53-05
186545	260	111274	0	1	40	3	2013-05-03 08:22:53-05
186546	260	110160	1	1	40	3	2013-05-03 08:22:53-05
186547	260	110525	2	1	40	3	2013-05-03 08:22:53-05
186548	260	111275	3	1	40	3	2013-05-03 08:22:53-05
186549	260	109105	4	1	40	3	2013-05-03 08:22:53-05
186550	260	109390	5	1	40	3	2013-05-03 08:22:53-05
186551	260	109781	6	1	40	3	2013-05-03 08:22:53-05
186552	260	110161	7	1	40	3	2013-05-03 08:22:53-05
186553	260	111276	8	1	40	3	2013-05-03 08:22:53-05
186554	260	110216	9	1	40	3	2013-05-03 08:22:53-05
186555	260	109456	10	1	40	3	2013-05-03 08:22:53-05
186556	260	111323	11	1	40	3	2013-05-03 08:22:53-05
186557	260	111267	12	1	40	3	2013-05-03 08:22:53-05
186558	260	110914	13	1	40	3	2013-05-03 08:22:53-05
186559	260	111277	14	1	40	3	2013-05-03 08:22:53-05
186560	260	109391	15	1	40	3	2013-05-03 08:22:53-05
186561	260	110923	16	1	40	3	2013-05-03 08:22:53-05
186562	260	111278	17	1	40	3	2013-05-03 08:22:53-05
186563	260	110677	18	1	40	3	2013-05-03 08:22:53-05
186564	260	109062	19	1	40	3	2013-05-03 08:22:53-05
186565	260	109179	20	1	40	3	2013-05-03 08:22:53-05
186566	260	109287	21	1	40	3	2013-05-03 08:22:53-05
186567	260	109722	22	1	40	3	2013-05-03 08:22:53-05
186568	260	109814	0	0	40	4	2013-05-03 08:22:53-05
186569	260	111306	1	0	40	4	2013-05-03 08:22:53-05
186570	260	111307	2	0	40	4	2013-05-03 08:22:53-05
186571	260	111645	3	0	40	4	2013-05-03 08:22:53-05
186572	260	110206	4	0	40	4	2013-05-03 08:22:53-05
186573	260	109782	5	0	40	4	2013-05-03 08:22:53-05
186574	260	109021	6	0	40	4	2013-05-03 08:22:53-05
186575	260	110526	7	0	40	4	2013-05-03 08:22:53-05
186576	260	109392	8	0	40	4	2013-05-03 08:22:53-05
186577	260	110162	9	0	40	4	2013-05-03 08:22:53-05
186578	260	109393	10	0	40	4	2013-05-03 08:22:53-05
186579	260	109783	11	0	40	4	2013-05-03 08:22:53-05
186580	260	109023	12	0	40	4	2013-05-03 08:22:53-05
186581	260	110924	13	0	40	4	2013-05-03 08:22:53-05
186582	260	109784	14	0	40	4	2013-05-03 08:22:53-05
186583	260	111279	15	0	40	4	2013-05-03 08:22:53-05
186584	260	111615	16	0	40	4	2013-05-03 08:22:53-05
186585	260	110925	17	0	40	4	2013-05-03 08:22:53-05
186586	260	110523	18	0	40	4	2013-05-03 08:22:53-05
186587	260	109861	19	0	40	4	2013-05-03 08:22:53-05
186588	260	110159	20	0	40	4	2013-05-03 08:22:53-05
186589	260	109780	21	0	40	4	2013-05-03 08:22:53-05
186590	260	111274	22	0	40	4	2013-05-03 08:22:53-05
186591	260	110160	23	0	40	4	2013-05-03 08:22:53-05
186592	260	110525	24	0	40	4	2013-05-03 08:22:53-05
186593	260	111275	25	0	40	4	2013-05-03 08:22:53-05
186594	260	109105	26	0	40	4	2013-05-03 08:22:53-05
186595	275	109684	0	1	40	4	2013-05-03 08:22:53-05
186596	275	109309	1	1	40	4	2013-05-03 08:22:53-05
186597	275	110419	2	1	40	4	2013-05-03 08:22:53-05
186598	275	108767	3	1	40	4	2013-05-03 08:22:53-05
186599	275	109891	4	1	40	4	2013-05-03 08:22:53-05
186600	275	110280	5	1	40	4	2013-05-03 08:22:53-05
186601	275	110272	6	1	40	4	2013-05-03 08:22:53-05
186602	275	109898	7	1	40	4	2013-05-03 08:22:53-05
186603	275	111003	8	1	40	4	2013-05-03 08:22:53-05
186604	275	111004	9	1	40	4	2013-05-03 08:22:53-05
186605	275	109858	10	1	40	4	2013-05-03 08:22:53-05
186606	275	110991	11	1	40	4	2013-05-03 08:22:53-05
186607	275	109389	12	1	40	4	2013-05-03 08:22:53-05
186608	275	109497	13	1	40	4	2013-05-03 08:22:53-05
186609	275	110569	14	1	40	4	2013-05-03 08:22:53-05
186610	275	109071	15	1	40	4	2013-05-03 08:22:53-05
186611	275	110987	16	1	40	4	2013-05-03 08:22:53-05
186612	275	109477	17	1	40	4	2013-05-03 08:22:53-05
186613	275	110570	18	1	40	4	2013-05-03 08:22:53-05
186614	275	108749	19	1	40	4	2013-05-03 08:22:53-05
186615	275	110233	20	1	40	4	2013-05-03 08:22:53-05
186616	275	110604	21	1	40	4	2013-05-03 08:22:53-05
186617	275	110605	22	1	40	4	2013-05-03 08:22:53-05
186618	275	109101	23	1	40	4	2013-05-03 08:22:53-05
186619	275	109761	24	1	40	4	2013-05-03 08:22:53-05
186620	275	109775	25	1	40	4	2013-05-03 08:22:53-05
186621	275	109010	26	1	40	4	2013-05-03 08:22:53-05
186622	275	109011	27	1	40	4	2013-05-03 08:22:53-05
186623	275	109762	28	1	40	4	2013-05-03 08:22:53-05
186624	275	110908	29	1	40	4	2013-05-03 08:22:53-05
186625	275	109763	30	1	40	4	2013-05-03 08:22:53-05
186626	275	111411	31	1	40	4	2013-05-03 08:22:53-05
186627	275	108939	0	0	40	2	2013-05-03 08:22:53-05
186628	275	110143	1	0	40	2	2013-05-03 08:22:53-05
186629	275	110513	2	0	40	2	2013-05-03 08:22:53-05
186630	275	111263	3	0	40	2	2013-05-03 08:22:53-05
186631	275	111601	4	0	40	2	2013-05-03 08:22:53-05
186632	275	110510	5	0	40	2	2013-05-03 08:22:53-05
186633	275	110144	6	0	40	2	2013-05-03 08:22:53-05
186634	275	109760	7	0	40	2	2013-05-03 08:22:53-05
186635	275	110511	8	0	40	2	2013-05-03 08:22:53-05
186636	275	110907	9	0	40	2	2013-05-03 08:22:53-05
186637	275	109097	10	0	40	2	2013-05-03 08:22:53-05
186638	275	109377	11	0	40	2	2013-05-03 08:22:53-05
186639	275	111612	12	0	40	2	2013-05-03 08:22:53-05
186640	275	110231	13	0	40	2	2013-05-03 08:22:53-05
186641	275	109453	14	0	40	2	2013-05-03 08:22:53-05
186642	275	110567	15	0	40	2	2013-05-03 08:22:53-05
186643	275	109387	16	0	40	2	2013-05-03 08:22:53-05
186644	275	111272	17	0	40	2	2013-05-03 08:22:53-05
186645	275	109146	18	0	40	2	2013-05-03 08:22:53-05
186646	275	110659	19	0	40	2	2013-05-03 08:22:53-05
186647	275	111030	20	0	40	2	2013-05-03 08:22:53-05
186648	275	110660	21	0	40	2	2013-05-03 08:22:53-05
186649	275	109134	22	0	40	2	2013-05-03 08:22:53-05
186650	275	109118	23	0	40	2	2013-05-03 08:22:53-05
186651	275	111621	24	0	40	2	2013-05-03 08:22:53-05
186652	275	111203	25	0	40	2	2013-05-03 08:22:53-05
186653	275	110831	26	0	40	2	2013-05-03 08:22:53-05
186654	275	111519	27	0	40	2	2013-05-03 08:22:53-05
186655	275	111599	0	0	40	5	2013-05-03 08:22:53-05
186656	275	108939	1	0	40	5	2013-05-03 08:22:53-05
186657	275	110143	2	0	40	5	2013-05-03 08:22:53-05
186658	275	110513	3	0	40	5	2013-05-03 08:22:53-05
186659	275	111263	4	0	40	5	2013-05-03 08:22:53-05
186660	275	111601	5	0	40	5	2013-05-03 08:22:53-05
186661	275	110510	6	0	40	5	2013-05-03 08:22:53-05
186662	275	110144	7	0	40	5	2013-05-03 08:22:53-05
186663	275	109760	8	0	40	5	2013-05-03 08:22:53-05
186664	275	110511	9	0	40	5	2013-05-03 08:22:53-05
186665	275	110907	10	0	40	5	2013-05-03 08:22:53-05
186666	275	109097	11	0	40	5	2013-05-03 08:22:53-05
186667	275	109377	12	0	40	5	2013-05-03 08:22:53-05
186668	275	111612	13	0	40	5	2013-05-03 08:22:53-05
186669	275	110231	14	0	40	5	2013-05-03 08:22:53-05
186670	275	109453	15	0	40	5	2013-05-03 08:22:53-05
186671	275	110567	16	0	40	5	2013-05-03 08:22:53-05
186672	275	109387	17	0	40	5	2013-05-03 08:22:53-05
186673	275	111272	18	0	40	5	2013-05-03 08:22:53-05
186674	275	109146	19	0	40	5	2013-05-03 08:22:53-05
186675	275	110659	20	0	40	5	2013-05-03 08:22:53-05
186676	275	111030	21	0	40	5	2013-05-03 08:22:53-05
186677	275	110660	22	0	40	5	2013-05-03 08:22:53-05
186678	275	109134	23	0	40	5	2013-05-03 08:22:53-05
186679	275	109118	24	0	40	5	2013-05-03 08:22:53-05
186680	275	111621	25	0	40	5	2013-05-03 08:22:53-05
186681	275	111203	26	0	40	5	2013-05-03 08:22:53-05
186682	275	110831	27	0	40	5	2013-05-03 08:22:53-05
186683	275	111519	28	0	40	5	2013-05-03 08:22:53-05
186684	275	111318	0	0	40	3	2013-05-03 08:22:53-05
186685	275	109449	1	0	40	3	2013-05-03 08:22:53-05
186686	275	109687	2	0	40	3	2013-05-03 08:22:53-05
186687	301	110404	0	1	40	2	2013-05-03 08:22:53-05
186688	301	111507	1	1	40	2	2013-05-03 08:22:53-05
186689	301	108947	2	1	40	2	2013-05-03 08:22:53-05
186690	301	109336	3	1	40	2	2013-05-03 08:22:53-05
186691	301	109537	4	1	40	2	2013-05-03 08:22:53-05
186692	301	110785	5	1	40	2	2013-05-03 08:22:53-05
186693	301	110962	6	1	40	2	2013-05-03 08:22:53-05
186694	301	109120	7	1	40	2	2013-05-03 08:22:53-05
186695	301	110644	8	1	40	2	2013-05-03 08:22:53-05
186696	301	110467	9	1	40	2	2013-05-03 08:22:53-05
186697	301	109537	0	1	40	7	2013-05-03 08:22:53-05
186698	301	110785	1	1	40	7	2013-05-03 08:22:53-05
186699	301	110962	2	1	40	7	2013-05-03 08:22:53-05
186700	301	109120	3	1	40	7	2013-05-03 08:22:53-05
186701	301	110644	4	1	40	7	2013-05-03 08:22:53-05
186702	301	110467	5	1	40	7	2013-05-03 08:22:53-05
186703	302	109058	0	0	40	2	2013-05-03 08:22:53-05
186704	302	109434	1	0	40	2	2013-05-03 08:22:53-05
186705	302	110957	2	0	40	2	2013-05-03 08:22:53-05
186706	302	109051	3	0	40	2	2013-05-03 08:22:53-05
186707	302	109423	4	0	40	2	2013-05-03 08:22:53-05
186708	302	110544	5	0	40	2	2013-05-03 08:22:53-05
186709	302	109918	6	0	40	2	2013-05-03 08:22:53-05
186710	302	110290	7	0	40	2	2013-05-03 08:22:53-05
186711	302	111301	8	0	40	2	2013-05-03 08:22:53-05
186712	302	110686	9	0	40	2	2013-05-03 08:22:53-05
186713	302	110202	10	0	40	2	2013-05-03 08:22:53-05
186714	302	109060	11	0	40	2	2013-05-03 08:22:53-05
186715	302	109424	12	0	40	2	2013-05-03 08:22:53-05
186716	302	109550	13	0	40	2	2013-05-03 08:22:53-05
186717	302	111386	14	0	40	2	2013-05-03 08:22:53-05
186718	302	109804	15	0	40	2	2013-05-03 08:22:53-05
186719	302	108822	0	1	40	3	2013-05-03 08:22:53-05
186720	302	111296	1	1	40	3	2013-05-03 08:22:53-05
186721	302	111638	2	1	40	3	2013-05-03 08:22:53-05
186722	302	111297	3	1	40	3	2013-05-03 08:22:53-05
186723	302	111639	4	1	40	3	2013-05-03 08:22:53-05
186724	302	110542	5	1	40	3	2013-05-03 08:22:53-05
186725	302	110681	6	1	40	3	2013-05-03 08:22:53-05
186726	302	108821	7	1	40	3	2013-05-03 08:22:53-05
186727	302	110682	8	1	40	3	2013-05-03 08:22:53-05
186728	302	109048	9	1	40	3	2013-05-03 08:22:53-05
186729	302	110543	10	1	40	3	2013-05-03 08:22:53-05
186730	302	109805	11	1	40	3	2013-05-03 08:22:53-05
186731	302	110199	12	1	40	3	2013-05-03 08:22:53-05
186732	302	111304	13	1	40	3	2013-05-03 08:22:53-05
186733	302	110200	14	1	40	3	2013-05-03 08:22:53-05
186734	303	109807	0	1	40	2	2013-05-03 08:22:53-05
186735	303	109052	1	1	40	2	2013-05-03 08:22:53-05
186736	303	109431	2	1	40	2	2013-05-03 08:22:53-05
186737	303	109426	3	1	40	2	2013-05-03 08:22:53-05
186738	303	110189	4	1	40	2	2013-05-03 08:22:53-05
186739	303	110948	5	1	40	2	2013-05-03 08:22:53-05
186740	303	111640	6	1	40	2	2013-05-03 08:22:53-05
186741	303	110949	7	1	40	2	2013-05-03 08:22:53-05
186742	303	111300	8	1	40	2	2013-05-03 08:22:53-05
186743	303	110961	9	1	40	2	2013-05-03 08:22:53-05
186744	303	110950	10	1	40	2	2013-05-03 08:22:53-05
186745	303	109806	11	1	40	2	2013-05-03 08:22:53-05
186746	303	110947	12	1	40	2	2013-05-03 08:22:53-05
186747	304	110550	0	0	40	2	2013-05-03 08:22:53-05
186748	304	110201	1	0	40	2	2013-05-03 08:22:53-05
186749	304	109059	2	0	40	2	2013-05-03 08:22:53-05
186750	304	110192	3	0	40	2	2013-05-03 08:22:53-05
186751	304	109430	4	0	40	2	2013-05-03 08:22:53-05
186752	304	109809	5	0	40	2	2013-05-03 08:22:53-05
186753	304	111641	6	0	40	2	2013-05-03 08:22:53-05
186754	304	110546	7	0	40	2	2013-05-03 08:22:53-05
186755	304	111642	8	0	40	2	2013-05-03 08:22:53-05
186756	304	110193	9	0	40	2	2013-05-03 08:22:53-05
186757	304	110194	10	0	40	2	2013-05-03 08:22:53-05
186758	304	111298	11	0	40	2	2013-05-03 08:22:53-05
186759	304	110952	0	1	40	3	2013-05-03 08:22:53-05
186760	304	109427	1	1	40	3	2013-05-03 08:22:53-05
186761	304	110190	2	1	40	3	2013-05-03 08:22:53-05
186762	304	109428	3	1	40	3	2013-05-03 08:22:53-05
186763	304	109054	4	1	40	3	2013-05-03 08:22:53-05
186764	304	109429	5	1	40	3	2013-05-03 08:22:53-05
186765	304	110953	6	1	40	3	2013-05-03 08:22:53-05
186766	304	109808	7	1	40	3	2013-05-03 08:22:53-05
186767	304	109811	8	1	40	3	2013-05-03 08:22:53-05
186768	304	110549	9	1	40	3	2013-05-03 08:22:53-05
186769	304	110551	10	1	40	3	2013-05-03 08:22:53-05
186770	304	111305	11	1	40	3	2013-05-03 08:22:53-05
186771	305	111646	0	0	40	2	2013-05-03 08:22:53-05
186772	305	111049	1	0	40	2	2013-05-03 08:22:53-05
186773	305	110290	2	0	40	2	2013-05-03 08:22:53-05
186774	305	111301	3	0	40	2	2013-05-03 08:22:53-05
186775	305	110686	4	0	40	2	2013-05-03 08:22:53-05
186776	305	110011	5	0	40	2	2013-05-03 08:22:53-05
186777	305	109816	6	0	40	2	2013-05-03 08:22:53-05
186778	305	108918	7	0	40	2	2013-05-03 08:22:53-05
186779	305	110012	8	0	40	2	2013-05-03 08:22:53-05
186780	305	110367	9	0	40	2	2013-05-03 08:22:53-05
186781	305	111647	10	0	40	2	2013-05-03 08:22:53-05
186782	305	109063	11	0	40	2	2013-05-03 08:22:53-05
186783	305	110553	12	0	40	2	2013-05-03 08:22:53-05
186784	305	110072	13	0	40	2	2013-05-03 08:22:53-05
186785	305	110839	0	1	40	3	2013-05-03 08:22:53-05
186786	305	109538	1	1	40	3	2013-05-03 08:22:53-05
186787	305	111056	2	1	40	3	2013-05-03 08:22:53-05
186788	305	109441	3	1	40	3	2013-05-03 08:22:53-05
186789	305	110680	4	1	40	3	2013-05-03 08:22:53-05
186790	305	108821	5	1	40	3	2013-05-03 08:22:53-05
186791	305	110682	6	1	40	3	2013-05-03 08:22:53-05
186792	306	110964	0	0	40	2	2013-05-03 08:22:53-05
186793	306	109822	1	0	40	2	2013-05-03 08:22:53-05
186794	306	111313	2	0	40	2	2013-05-03 08:22:53-05
186795	306	110557	3	0	40	2	2013-05-03 08:22:53-05
186796	306	109444	4	0	40	2	2013-05-03 08:22:53-05
186797	306	111653	5	0	40	2	2013-05-03 08:22:53-05
186798	306	109823	6	0	40	2	2013-05-03 08:22:53-05
186799	306	109824	7	0	40	2	2013-05-03 08:22:53-05
186800	306	109445	8	0	40	2	2013-05-03 08:22:53-05
186801	306	111314	9	0	40	2	2013-05-03 08:22:53-05
186802	306	109176	10	0	40	2	2013-05-03 08:22:53-05
186803	306	110683	11	0	40	2	2013-05-03 08:22:53-05
186804	306	110290	12	0	40	2	2013-05-03 08:22:53-05
186805	306	111301	13	0	40	2	2013-05-03 08:22:53-05
186806	306	110686	14	0	40	2	2013-05-03 08:22:53-05
186807	306	110545	15	0	40	2	2013-05-03 08:22:53-05
186808	306	109550	16	0	40	2	2013-05-03 08:22:53-05
186809	306	109421	17	0	40	2	2013-05-03 08:22:53-05
186810	306	109050	0	1	40	3	2013-05-03 08:22:53-05
186811	306	111638	1	1	40	3	2013-05-03 08:22:53-05
186812	306	111297	2	1	40	3	2013-05-03 08:22:53-05
186813	306	111639	3	1	40	3	2013-05-03 08:22:53-05
186814	306	110542	4	1	40	3	2013-05-03 08:22:53-05
186815	306	109815	5	1	40	3	2013-05-03 08:22:53-05
186816	306	110680	6	1	40	3	2013-05-03 08:22:53-05
186817	306	109065	7	1	40	3	2013-05-03 08:22:53-05
186818	306	110963	8	1	40	3	2013-05-03 08:22:53-05
186819	306	109066	9	1	40	3	2013-05-03 08:22:53-05
186820	306	110555	10	1	40	3	2013-05-03 08:22:53-05
186821	306	111311	11	1	40	3	2013-05-03 08:22:53-05
186822	306	111312	12	1	40	3	2013-05-03 08:22:53-05
186823	306	111650	13	1	40	3	2013-05-03 08:22:53-05
186824	306	111651	14	1	40	3	2013-05-03 08:22:53-05
186825	306	109067	15	1	40	3	2013-05-03 08:22:53-05
186826	306	109820	16	1	40	3	2013-05-03 08:22:53-05
186827	306	111652	17	1	40	3	2013-05-03 08:22:53-05
186828	306	110556	18	1	40	3	2013-05-03 08:22:53-05
186829	311	111531	0	1	40	2	2013-05-03 08:22:53-05
186830	311	110003	1	1	40	2	2013-05-03 08:22:53-05
186831	311	109827	2	1	40	2	2013-05-03 08:22:53-05
186832	311	110212	3	1	40	2	2013-05-03 08:22:53-05
186833	311	111319	4	1	40	2	2013-05-03 08:22:53-05
186834	311	109518	5	1	40	2	2013-05-03 08:22:53-05
186835	311	111376	6	1	40	2	2013-05-03 08:22:53-05
186836	311	110846	7	1	40	2	2013-05-03 08:22:53-05
186837	311	109069	8	1	40	2	2013-05-03 08:22:53-05
186838	311	109699	9	1	40	2	2013-05-03 08:22:53-05
186839	311	110065	10	1	40	2	2013-05-03 08:22:53-05
186840	311	110846	0	1	40	5	2013-05-03 08:22:54-05
186841	311	109069	1	1	40	5	2013-05-03 08:22:54-05
186842	311	109699	2	1	40	5	2013-05-03 08:22:54-05
186843	311	110065	3	1	40	5	2013-05-03 08:22:54-05
186844	318	110282	0	1	40	8	2013-05-03 08:22:54-05
186845	318	109534	1	1	40	8	2013-05-03 08:22:54-05
186846	318	110752	2	1	40	8	2013-05-03 08:22:54-05
186847	318	109535	3	1	40	8	2013-05-03 08:22:54-05
186848	318	109910	4	1	40	8	2013-05-03 08:22:54-05
186849	318	109227	5	1	40	8	2013-05-03 08:22:54-05
186850	318	111375	6	1	40	8	2013-05-03 08:22:54-05
186851	318	111356	7	1	40	8	2013-05-03 08:22:54-05
186852	318	111444	8	1	40	8	2013-05-03 08:22:54-05
186853	318	109700	9	1	40	8	2013-05-03 08:22:54-05
186854	318	111023	10	1	40	8	2013-05-03 08:22:54-05
186855	318	110838	11	1	40	8	2013-05-03 08:22:54-05
186856	318	111211	0	1	40	2	2013-05-03 08:22:54-05
186857	318	108785	1	1	40	2	2013-05-03 08:22:54-05
186858	318	111212	2	1	40	2	2013-05-03 08:22:54-05
186859	318	109894	3	1	40	2	2013-05-03 08:22:54-05
186860	318	111465	4	1	40	2	2013-05-03 08:22:54-05
186861	318	110669	5	1	40	2	2013-05-03 08:22:54-05
186862	318	109601	6	1	40	2	2013-05-03 08:22:54-05
186863	318	109908	7	1	40	2	2013-05-03 08:22:54-05
186864	318	109253	8	1	40	2	2013-05-03 08:22:54-05
186865	318	110751	9	1	40	2	2013-05-03 08:22:54-05
186866	318	109909	10	1	40	2	2013-05-03 08:22:54-05
186867	318	109249	11	1	40	2	2013-05-03 08:22:54-05
186868	318	110282	12	1	40	2	2013-05-03 08:22:54-05
186869	318	109534	13	1	40	2	2013-05-03 08:22:54-05
186870	318	110752	14	1	40	2	2013-05-03 08:22:54-05
186871	318	109535	15	1	40	2	2013-05-03 08:22:54-05
186872	318	109910	16	1	40	2	2013-05-03 08:22:54-05
186873	318	109227	17	1	40	2	2013-05-03 08:22:54-05
186874	318	111375	18	1	40	2	2013-05-03 08:22:54-05
186875	318	111356	19	1	40	2	2013-05-03 08:22:54-05
186876	318	111444	20	1	40	2	2013-05-03 08:22:54-05
186877	318	109700	21	1	40	2	2013-05-03 08:22:54-05
186878	318	111023	22	1	40	2	2013-05-03 08:22:54-05
186879	318	110838	23	1	40	2	2013-05-03 08:22:54-05
186880	318	108810	0	1	40	12	2013-05-03 08:22:54-05
186881	318	110752	1	1	40	12	2013-05-03 08:22:54-05
186882	318	109535	2	1	40	12	2013-05-03 08:22:54-05
186883	318	109910	3	1	40	12	2013-05-03 08:22:54-05
186884	318	109227	4	1	40	12	2013-05-03 08:22:54-05
186885	318	111375	5	1	40	12	2013-05-03 08:22:54-05
186886	318	111356	6	1	40	12	2013-05-03 08:22:54-05
186887	318	111444	7	1	40	12	2013-05-03 08:22:54-05
186888	318	109700	8	1	40	12	2013-05-03 08:22:54-05
186889	318	111023	9	1	40	12	2013-05-03 08:22:54-05
186890	318	110838	10	1	40	12	2013-05-03 08:22:54-05
186891	318	111211	0	1	40	3	2013-05-03 08:22:54-05
186892	318	108785	1	1	40	3	2013-05-03 08:22:54-05
186893	318	111212	2	1	40	3	2013-05-03 08:22:54-05
186894	318	109894	3	1	40	3	2013-05-03 08:22:54-05
186895	318	111465	4	1	40	3	2013-05-03 08:22:54-05
186896	318	110669	5	1	40	3	2013-05-03 08:22:54-05
186897	318	109601	6	1	40	3	2013-05-03 08:22:54-05
186898	318	109908	7	1	40	3	2013-05-03 08:22:54-05
186899	318	109253	8	1	40	3	2013-05-03 08:22:54-05
186900	318	110751	9	1	40	3	2013-05-03 08:22:54-05
186901	318	109909	10	1	40	3	2013-05-03 08:22:54-05
186902	318	109249	11	1	40	3	2013-05-03 08:22:54-05
186903	318	108810	12	1	40	3	2013-05-03 08:22:54-05
186904	318	110752	13	1	40	3	2013-05-03 08:22:54-05
186905	318	109535	14	1	40	3	2013-05-03 08:22:54-05
186906	318	109910	15	1	40	3	2013-05-03 08:22:54-05
186907	318	109227	16	1	40	3	2013-05-03 08:22:54-05
186908	318	111375	17	1	40	3	2013-05-03 08:22:54-05
