DATAPLANID	LINESHORTNAME	LINEID	ORIENTATION	TOTALSTOPS	TRIPLENGTH	TASKID	TRIPID	TRIPSTARTTIME	SCHEDULETYPEID	TRIPTYPEID	PLANVERSIONID	TRANSPORTCONTRATIST	REGISTERDATE	TRIPENDTIME	TRIPTRANSITTIME
3528768	A23	323	2	2	41	310	9975	45991	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528769	A23	323	1	12	4620	310	99	46231	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	47191	960
3528770	A23	323	2	2	41	310	9974	47191	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528771	A23	323	1	12	4620	310	103	47431	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	48391	960
3528772	A23	323	2	2	41	310	9973	48391	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528773	A23	323	1	12	4620	310	107	48631	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	49591	960
3528774	A23	323	2	2	41	310	9972	49591	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528775	A23	323	1	12	4620	310	111	49831	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	50791	960
3528776	A23	323	2	2	41	310	9971	50791	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528777	A23	323	1	12	4620	310	115	51031	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	51991	960
3528778	A23	323	2	2	41	310	9970	51991	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528779	A23	323	1	12	4620	310	119	52231	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	53191	960
3528780	A23	323	2	2	41	310	9969	53191	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528781	A23	323	1	12	4620	310	123	53431	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	54391	960
3528782	A23	323	2	2	41	310	9968	54391	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528783	A23	323	1	12	4620	310	127	54631	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	55591	960
3528784	A23	323	2	2	41	310	9967	55591	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528785	A23	323	1	12	4620	310	131	55831	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	56791	960
3532497	A51	351	0	33	9143	128	86	29910	1951017	1	40	ETM	2013-05-03 08:23:01	32182	2272
3528786	A23	323	2	2	41	310	9966	56791	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528787	A23	323	1	12	4620	310	135	57031	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	57991	960
3528788	A23	323	2	2	41	310	9965	57991	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528789	A23	323	1	12	4620	310	139	58231	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	59191	960
3528790	A23	323	2	2	41	310	9964	59191	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528791	A23	323	1	12	4620	310	143	59431	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	60391	960
3528792	A23	323	2	2	41	310	9963	60391	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528793	A23	323	1	12	4620	310	147	60631	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	61591	960
3528794	A23	323	2	2	41	310	9962	61591	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528795	A23	323	1	12	4620	310	151	61831	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	62791	960
3528796	A23	323	2	2	41	310	9961	62791	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528797	A23	323	1	12	4620	310	155	63031	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	63991	960
3528798	A23	323	2	2	41	310	9960	63991	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528799	A23	323	1	12	4620	310	159	64231	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	65191	960
3528800	A23	323	2	2	41	310	9959	65191	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528801	A23	323	1	12	4620	310	163	65431	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	66391	960
3528802	A23	323	2	2	41	310	9958	66391	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528803	A23	323	1	12	4620	310	167	66631	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	67591	960
3528804	A23	323	2	2	41	310	9957	67591	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528805	A23	323	1	12	4620	310	171	67831	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	68791	960
3528806	A23	323	2	2	41	310	9956	68791	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528807	A23	323	1	12	4620	310	175	69031	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	69991	960
3528808	A23	323	2	2	41	310	9955	69991	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528809	A23	323	1	12	4620	310	179	70231	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	71191	960
3528810	A23	323	2	2	41	310	9954	71191	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528811	A23	323	1	12	4620	310	183	71431	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	72391	960
3528812	A23	323	2	2	41	310	9953	72391	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528813	A23	323	1	12	4620	310	187	72631	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	73591	960
3528814	A23	323	2	2	41	310	9952	73591	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528815	A23	323	1	12	4620	310	191	73831	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	74791	960
3528816	A23	323	2	2	41	310	9951	74791	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528817	A23	323	1	12	4620	310	195	75031	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	75991	960
3528818	A31	331	0	13	3613	130	171	16797	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	17632	835
3528819	A31	331	1	14	4432	130	5	17682	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	18627	945
3528820	A31	331	0	13	3613	130	176	18657	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	19492	835
3528821	A31	331	1	14	4432	130	10	19542	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	20487	945
3528822	A31	331	0	13	3613	130	181	20517	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	21352	835
3528823	A31	331	1	14	4432	130	16	21402	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	22347	945
3528824	A31	331	0	13	3613	130	187	22377	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	23212	835
3528825	A31	331	1	14	4432	130	21	23262	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	24207	945
3528826	A31	331	0	13	3613	130	192	24237	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	25072	835
3528827	A31	331	1	14	4432	130	26	25122	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	26067	945
3528828	A31	331	0	13	3613	130	197	26097	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	26932	835
